"","x"
"Omega1[Conocephalus_discolor (S9), Roeseliana_roeselii (S11)]",476.052108786542
"Omega1[Bicolorana_bicolor (S10), Roeseliana_roeselii (S11)]",584.488508014962
"Omega1[Roeseliana_roeselii (S11), Roeseliana_roeselii (S11)]",568.219120880377
"Omega1[Myrmeleotettix_maculatus (S12), Roeseliana_roeselii (S11)]",476.454403045355
"Omega1[Oedipoda_caerulescens (S13), Roeseliana_roeselii (S11)]",553.278018958748
"Omega1[Phaneroptera_falcata (S14), Roeseliana_roeselii (S11)]",2532.21327996441
"Omega1[Platycleis_albopunctata (S15), Roeseliana_roeselii (S11)]",555.107102886053
"Omega1[Stenobothrus_lineatus (S16), Roeseliana_roeselii (S11)]",1204.01343761374
"Omega1[Stethophyma_grossum (S17), Roeseliana_roeselii (S11)]",304.438861050945
"Omega1[Tettigonia_viridissima (S18), Roeseliana_roeselii (S11)]",797.873650946317
"Omega1[Calliptamus_italicus (S1), Myrmeleotettix_maculatus (S12)]",4049.41597959766
"Omega1[Chorthippus_albomarginatus (S2), Myrmeleotettix_maculatus (S12)]",960.645909234836
"Omega1[Chorthippus_apricarius (S3), Myrmeleotettix_maculatus (S12)]",1511.54998175867
"Omega1[Chorthippus_biguttulus (S4), Myrmeleotettix_maculatus (S12)]",585.090822649346
"Omega1[Chorthippus_brunneus (S5), Myrmeleotettix_maculatus (S12)]",461.926434472515
"Omega1[Chorthippus_dorsatus (S6), Myrmeleotettix_maculatus (S12)]",684.4087297017
"Omega1[Chorthippus_mollis (S7), Myrmeleotettix_maculatus (S12)]",1195.3731443298
"Omega1[Chorthippus_parallelus (S8), Myrmeleotettix_maculatus (S12)]",432.43475672393
"Omega1[Conocephalus_discolor (S9), Myrmeleotettix_maculatus (S12)]",644.678207120867
"Omega1[Bicolorana_bicolor (S10), Myrmeleotettix_maculatus (S12)]",462.611548701885
"Omega1[Roeseliana_roeselii (S11), Myrmeleotettix_maculatus (S12)]",476.454403045355
"Omega1[Myrmeleotettix_maculatus (S12), Myrmeleotettix_maculatus (S12)]",281.882620032596
"Omega1[Oedipoda_caerulescens (S13), Myrmeleotettix_maculatus (S12)]",368.332661033678
"Omega1[Phaneroptera_falcata (S14), Myrmeleotettix_maculatus (S12)]",3651.69946566899
"Omega1[Platycleis_albopunctata (S15), Myrmeleotettix_maculatus (S12)]",638.992418109815
"Omega1[Stenobothrus_lineatus (S16), Myrmeleotettix_maculatus (S12)]",1457.92651283811
"Omega1[Stethophyma_grossum (S17), Myrmeleotettix_maculatus (S12)]",207.223151533525
"Omega1[Tettigonia_viridissima (S18), Myrmeleotettix_maculatus (S12)]",875.446072935995
"Omega1[Calliptamus_italicus (S1), Oedipoda_caerulescens (S13)]",3819.73371643494
"Omega1[Chorthippus_albomarginatus (S2), Oedipoda_caerulescens (S13)]",1148.63920359651
"Omega1[Chorthippus_apricarius (S3), Oedipoda_caerulescens (S13)]",2166.5406662559
"Omega1[Chorthippus_biguttulus (S4), Oedipoda_caerulescens (S13)]",750.968664284783
"Omega1[Chorthippus_brunneus (S5), Oedipoda_caerulescens (S13)]",759.354701845704
"Omega1[Chorthippus_dorsatus (S6), Oedipoda_caerulescens (S13)]",1656.75244030341
"Omega1[Chorthippus_mollis (S7), Oedipoda_caerulescens (S13)]",1400.86056611345
"Omega1[Chorthippus_parallelus (S8), Oedipoda_caerulescens (S13)]",715.498450685807
"Omega1[Conocephalus_discolor (S9), Oedipoda_caerulescens (S13)]",670.6927002604
"Omega1[Bicolorana_bicolor (S10), Oedipoda_caerulescens (S13)]",683.709813394136
"Omega1[Roeseliana_roeselii (S11), Oedipoda_caerulescens (S13)]",553.278018958748
"Omega1[Myrmeleotettix_maculatus (S12), Oedipoda_caerulescens (S13)]",368.332661033678
"Omega1[Oedipoda_caerulescens (S13), Oedipoda_caerulescens (S13)]",768.710207923695
"Omega1[Phaneroptera_falcata (S14), Oedipoda_caerulescens (S13)]",3886.80489571257
"Omega1[Platycleis_albopunctata (S15), Oedipoda_caerulescens (S13)]",858.006604423922
"Omega1[Stenobothrus_lineatus (S16), Oedipoda_caerulescens (S13)]",1437.40583634585
"Omega1[Stethophyma_grossum (S17), Oedipoda_caerulescens (S13)]",215.910405999228
"Omega1[Tettigonia_viridissima (S18), Oedipoda_caerulescens (S13)]",923.613664245095
"Omega1[Calliptamus_italicus (S1), Phaneroptera_falcata (S14)]",7228.38328815537
"Omega1[Chorthippus_albomarginatus (S2), Phaneroptera_falcata (S14)]",3738.86786113607
"Omega1[Chorthippus_apricarius (S3), Phaneroptera_falcata (S14)]",4307.92035835239
"Omega1[Chorthippus_biguttulus (S4), Phaneroptera_falcata (S14)]",3312.88623129464
"Omega1[Chorthippus_brunneus (S5), Phaneroptera_falcata (S14)]",2301.60865711138
"Omega1[Chorthippus_dorsatus (S6), Phaneroptera_falcata (S14)]",6183.02089521631
"Omega1[Chorthippus_mollis (S7), Phaneroptera_falcata (S14)]",4439.2800891901
"Omega1[Chorthippus_parallelus (S8), Phaneroptera_falcata (S14)]",3274.61165786917
"Omega1[Conocephalus_discolor (S9), Phaneroptera_falcata (S14)]",1455.86634257581
"Omega1[Bicolorana_bicolor (S10), Phaneroptera_falcata (S14)]",3836.29294915297
"Omega1[Roeseliana_roeselii (S11), Phaneroptera_falcata (S14)]",2532.21327996441
"Omega1[Myrmeleotettix_maculatus (S12), Phaneroptera_falcata (S14)]",3651.69946566899
"Omega1[Oedipoda_caerulescens (S13), Phaneroptera_falcata (S14)]",3886.80489571257
"Omega1[Phaneroptera_falcata (S14), Phaneroptera_falcata (S14)]",5855.91578663733
"Omega1[Platycleis_albopunctata (S15), Phaneroptera_falcata (S14)]",5129.61539465143
"Omega1[Stenobothrus_lineatus (S16), Phaneroptera_falcata (S14)]",8928.40143535476
"Omega1[Stethophyma_grossum (S17), Phaneroptera_falcata (S14)]",2974.33936519796
"Omega1[Tettigonia_viridissima (S18), Phaneroptera_falcata (S14)]",2471.50787369414
"Omega1[Calliptamus_italicus (S1), Platycleis_albopunctata (S15)]",3634.30918842165
"Omega1[Chorthippus_albomarginatus (S2), Platycleis_albopunctata (S15)]",1053.55131003334
"Omega1[Chorthippus_apricarius (S3), Platycleis_albopunctata (S15)]",1801.68658644665
"Omega1[Chorthippus_biguttulus (S4), Platycleis_albopunctata (S15)]",904.212518240124
"Omega1[Chorthippus_brunneus (S5), Platycleis_albopunctata (S15)]",1356.13382698321
"Omega1[Chorthippus_dorsatus (S6), Platycleis_albopunctata (S15)]",1400.0144993748
"Omega1[Chorthippus_mollis (S7), Platycleis_albopunctata (S15)]",1327.76701902115
"Omega1[Chorthippus_parallelus (S8), Platycleis_albopunctata (S15)]",631.811000288672
"Omega1[Conocephalus_discolor (S9), Platycleis_albopunctata (S15)]",1017.92334220334
"Omega1[Bicolorana_bicolor (S10), Platycleis_albopunctata (S15)]",827.023838017783
"Omega1[Roeseliana_roeselii (S11), Platycleis_albopunctata (S15)]",555.107102886053
"Omega1[Myrmeleotettix_maculatus (S12), Platycleis_albopunctata (S15)]",638.992418109815
"Omega1[Oedipoda_caerulescens (S13), Platycleis_albopunctata (S15)]",858.006604423922
"Omega1[Phaneroptera_falcata (S14), Platycleis_albopunctata (S15)]",5129.61539465143
"Omega1[Platycleis_albopunctata (S15), Platycleis_albopunctata (S15)]",1072.62254727684
"Omega1[Stenobothrus_lineatus (S16), Platycleis_albopunctata (S15)]",1933.1706375401
"Omega1[Stethophyma_grossum (S17), Platycleis_albopunctata (S15)]",243.919412349641
"Omega1[Tettigonia_viridissima (S18), Platycleis_albopunctata (S15)]",1531.17694767408
"Omega1[Calliptamus_italicus (S1), Stenobothrus_lineatus (S16)]",9499.5231370751
"Omega1[Chorthippus_albomarginatus (S2), Stenobothrus_lineatus (S16)]",2200.48388665844
"Omega1[Chorthippus_apricarius (S3), Stenobothrus_lineatus (S16)]",2564.91214960781
"Omega1[Chorthippus_biguttulus (S4), Stenobothrus_lineatus (S16)]",1162.66690501756
"Omega1[Chorthippus_brunneus (S5), Stenobothrus_lineatus (S16)]",2050.82245367593
"Omega1[Chorthippus_dorsatus (S6), Stenobothrus_lineatus (S16)]",275.864021209483
"Omega1[Chorthippus_mollis (S7), Stenobothrus_lineatus (S16)]",173.91537111145
"Omega1[Chorthippus_parallelus (S8), Stenobothrus_lineatus (S16)]",1056.427027422
"Omega1[Conocephalus_discolor (S9), Stenobothrus_lineatus (S16)]",2173.00039551798
"Omega1[Bicolorana_bicolor (S10), Stenobothrus_lineatus (S16)]",1302.31387219875
"Omega1[Roeseliana_roeselii (S11), Stenobothrus_lineatus (S16)]",1204.01343761374
"Omega1[Myrmeleotettix_maculatus (S12), Stenobothrus_lineatus (S16)]",1457.92651283811
"Omega1[Oedipoda_caerulescens (S13), Stenobothrus_lineatus (S16)]",1437.40583634585
"Omega1[Phaneroptera_falcata (S14), Stenobothrus_lineatus (S16)]",8928.40143535476
"Omega1[Platycleis_albopunctata (S15), Stenobothrus_lineatus (S16)]",1933.1706375401
"Omega1[Stenobothrus_lineatus (S16), Stenobothrus_lineatus (S16)]",297.311066878251
"Omega1[Stethophyma_grossum (S17), Stenobothrus_lineatus (S16)]",1493.26710562004
"Omega1[Tettigonia_viridissima (S18), Stenobothrus_lineatus (S16)]",2239.99344284945
"Omega1[Calliptamus_italicus (S1), Stethophyma_grossum (S17)]",4814.65265323263
"Omega1[Chorthippus_albomarginatus (S2), Stethophyma_grossum (S17)]",439.259889438623
"Omega1[Chorthippus_apricarius (S3), Stethophyma_grossum (S17)]",739.43110258575
"Omega1[Chorthippus_biguttulus (S4), Stethophyma_grossum (S17)]",288.269123381644
"Omega1[Chorthippus_brunneus (S5), Stethophyma_grossum (S17)]",437.736254080815
"Omega1[Chorthippus_dorsatus (S6), Stethophyma_grossum (S17)]",878.971756678974
"Omega1[Chorthippus_mollis (S7), Stethophyma_grossum (S17)]",452.090223311826
"Omega1[Chorthippus_parallelus (S8), Stethophyma_grossum (S17)]",227.209885289773
"Omega1[Conocephalus_discolor (S9), Stethophyma_grossum (S17)]",673.197801834221
"Omega1[Bicolorana_bicolor (S10), Stethophyma_grossum (S17)]",223.583138150295
"Omega1[Roeseliana_roeselii (S11), Stethophyma_grossum (S17)]",304.438861050945
"Omega1[Myrmeleotettix_maculatus (S12), Stethophyma_grossum (S17)]",207.223151533525
"Omega1[Oedipoda_caerulescens (S13), Stethophyma_grossum (S17)]",215.910405999228
"Omega1[Phaneroptera_falcata (S14), Stethophyma_grossum (S17)]",2974.33936519796
"Omega1[Platycleis_albopunctata (S15), Stethophyma_grossum (S17)]",243.919412349641
