"","Point est.","Upper C.I."
"Omega1[Myrmeleotettix_maculatus (S12), Chorthippus_dorsatus (S6)]",1.14994728369817,1.43452437867172
"Omega1[Oedipoda_caerulescens (S13), Chorthippus_dorsatus (S6)]",1.02195048900185,1.06429749391877
"Omega1[Phaneroptera_falcata (S14), Chorthippus_dorsatus (S6)]",1.49945839310385,3.63203052680924
"Omega1[Platycleis_albopunctata (S15), Chorthippus_dorsatus (S6)]",1.16921113749139,1.48807679305191
"Omega1[Stenobothrus_lineatus (S16), Chorthippus_dorsatus (S6)]",1.76154937950745,3.12503086814907
"Omega1[Stethophyma_grossum (S17), Chorthippus_dorsatus (S6)]",1.03899670818505,1.11819093211095
"Omega1[Tettigonia_viridissima (S18), Chorthippus_dorsatus (S6)]",1.42543063573819,3.08627600382067
"Omega1[Calliptamus_italicus (S1), Chorthippus_mollis (S7)]",1.01032025073055,1.01827977005724
"Omega1[Chorthippus_albomarginatus (S2), Chorthippus_mollis (S7)]",1.13449909787355,1.4017436809779
"Omega1[Chorthippus_apricarius (S3), Chorthippus_mollis (S7)]",1.10335582308969,1.2747987483655
"Omega1[Chorthippus_biguttulus (S4), Chorthippus_mollis (S7)]",1.17141919468737,1.51003901304558
"Omega1[Chorthippus_brunneus (S5), Chorthippus_mollis (S7)]",1.90245968205234,5.74808841549295
"Omega1[Chorthippus_dorsatus (S6), Chorthippus_mollis (S7)]",1.1313132849602,1.31356051619805
"Omega1[Chorthippus_mollis (S7), Chorthippus_mollis (S7)]",1.21515237239265,1.60530818232763
"Omega1[Chorthippus_parallelus (S8), Chorthippus_mollis (S7)]",1.23953415239472,1.73167887877308
"Omega1[Conocephalus_discolor (S9), Chorthippus_mollis (S7)]",1.41586325770119,2.21532817796212
"Omega1[Bicolorana_bicolor (S10), Chorthippus_mollis (S7)]",1.14778877506728,1.44877438803021
"Omega1[Roeseliana_roeselii (S11), Chorthippus_mollis (S7)]",1.23082907464425,1.70357215885877
"Omega1[Myrmeleotettix_maculatus (S12), Chorthippus_mollis (S7)]",1.16783363086366,1.50128700309412
"Omega1[Oedipoda_caerulescens (S13), Chorthippus_mollis (S7)]",1.16006478203973,1.47660598274862
"Omega1[Phaneroptera_falcata (S14), Chorthippus_mollis (S7)]",1.12426161830455,1.32398062034473
"Omega1[Platycleis_albopunctata (S15), Chorthippus_mollis (S7)]",1.14260372162594,1.42133896942546
"Omega1[Stenobothrus_lineatus (S16), Chorthippus_mollis (S7)]",1.94891734120115,4.01003592683471
"Omega1[Stethophyma_grossum (S17), Chorthippus_mollis (S7)]",1.09546989149776,1.29401726995741
"Omega1[Tettigonia_viridissima (S18), Chorthippus_mollis (S7)]",1.22019180164159,1.69823854184836
"Omega1[Calliptamus_italicus (S1), Chorthippus_parallelus (S8)]",1.00677703541279,1.01464158434856
"Omega1[Chorthippus_albomarginatus (S2), Chorthippus_parallelus (S8)]",1.04223595592521,1.12308175866853
"Omega1[Chorthippus_apricarius (S3), Chorthippus_parallelus (S8)]",1.05778250184512,1.15630431244358
"Omega1[Chorthippus_biguttulus (S4), Chorthippus_parallelus (S8)]",1.32619974494698,1.95136335745762
"Omega1[Chorthippus_brunneus (S5), Chorthippus_parallelus (S8)]",1.01325160221916,1.03746826259034
"Omega1[Chorthippus_dorsatus (S6), Chorthippus_parallelus (S8)]",1.35496677295019,2.31983551584502
"Omega1[Chorthippus_mollis (S7), Chorthippus_parallelus (S8)]",1.23953415239472,1.73167887877308
"Omega1[Chorthippus_parallelus (S8), Chorthippus_parallelus (S8)]",1.04864712151689,1.1363766416282
"Omega1[Conocephalus_discolor (S9), Chorthippus_parallelus (S8)]",1.19563121111899,1.57053041453356
"Omega1[Bicolorana_bicolor (S10), Chorthippus_parallelus (S8)]",1.22393081560321,1.62686854320931
"Omega1[Roeseliana_roeselii (S11), Chorthippus_parallelus (S8)]",1.03826409365549,1.04393545417199
"Omega1[Myrmeleotettix_maculatus (S12), Chorthippus_parallelus (S8)]",1.2600047573969,1.71053493247923
"Omega1[Oedipoda_caerulescens (S13), Chorthippus_parallelus (S8)]",1.16420416543509,1.4727531239029
"Omega1[Phaneroptera_falcata (S14), Chorthippus_parallelus (S8)]",1.11324135586182,1.3291301537247
"Omega1[Platycleis_albopunctata (S15), Chorthippus_parallelus (S8)]",1.21737974135184,1.6043190443494
"Omega1[Stenobothrus_lineatus (S16), Chorthippus_parallelus (S8)]",1.32837406599578,2.23782161405416
"Omega1[Stethophyma_grossum (S17), Chorthippus_parallelus (S8)]",1.15754299997236,1.48131693577673
"Omega1[Tettigonia_viridissima (S18), Chorthippus_parallelus (S8)]",1.04361910959362,1.13321888434136
"Omega1[Calliptamus_italicus (S1), Conocephalus_discolor (S9)]",1.10232481159224,1.11824547271733
"Omega1[Chorthippus_albomarginatus (S2), Conocephalus_discolor (S9)]",1.16184490301243,1.46361543775444
"Omega1[Chorthippus_apricarius (S3), Conocephalus_discolor (S9)]",1.45974082497442,3.03272419042857
"Omega1[Chorthippus_biguttulus (S4), Conocephalus_discolor (S9)]",1.30090741355085,1.93834225786567
"Omega1[Chorthippus_brunneus (S5), Conocephalus_discolor (S9)]",1.20804225493941,1.63989276388267
"Omega1[Chorthippus_dorsatus (S6), Conocephalus_discolor (S9)]",1.66959919744935,5.06766167013329
"Omega1[Chorthippus_mollis (S7), Conocephalus_discolor (S9)]",1.41586325770119,2.21532817796212
"Omega1[Chorthippus_parallelus (S8), Conocephalus_discolor (S9)]",1.19563121111899,1.57053041453356
"Omega1[Conocephalus_discolor (S9), Conocephalus_discolor (S9)]",1.25157080666326,1.82460578426482
"Omega1[Bicolorana_bicolor (S10), Conocephalus_discolor (S9)]",1.16811165879369,1.49371609842548
"Omega1[Roeseliana_roeselii (S11), Conocephalus_discolor (S9)]",1.37708246032477,2.32017057843781
"Omega1[Myrmeleotettix_maculatus (S12), Conocephalus_discolor (S9)]",1.05567139256581,1.1746375182793
"Omega1[Oedipoda_caerulescens (S13), Conocephalus_discolor (S9)]",1.04680889453522,1.14748399928415
"Omega1[Phaneroptera_falcata (S14), Conocephalus_discolor (S9)]",1.44003729590987,3.03881350417812
"Omega1[Platycleis_albopunctata (S15), Conocephalus_discolor (S9)]",1.09207908473785,1.26711118900118
"Omega1[Stenobothrus_lineatus (S16), Conocephalus_discolor (S9)]",1.49673748210512,3.96672294956238
"Omega1[Stethophyma_grossum (S17), Conocephalus_discolor (S9)]",1.02848888462816,1.08014671929555
"Omega1[Tettigonia_viridissima (S18), Conocephalus_discolor (S9)]",1.23267725132013,1.73900784072952
"Omega1[Calliptamus_italicus (S1), Bicolorana_bicolor (S10)]",1.02371028324301,1.04101946549917
"Omega1[Chorthippus_albomarginatus (S2), Bicolorana_bicolor (S10)]",1.21237251628011,1.6001621517926
"Omega1[Chorthippus_apricarius (S3), Bicolorana_bicolor (S10)]",1.09155657486958,1.28140100768898
"Omega1[Chorthippus_biguttulus (S4), Bicolorana_bicolor (S10)]",1.3123480803284,2.15110289276863
"Omega1[Chorthippus_brunneus (S5), Bicolorana_bicolor (S10)]",1.04985234290412,1.1240827000368
"Omega1[Chorthippus_dorsatus (S6), Bicolorana_bicolor (S10)]",1.34428696825683,2.09058651636356
"Omega1[Chorthippus_mollis (S7), Bicolorana_bicolor (S10)]",1.14778877506728,1.44877438803021
"Omega1[Chorthippus_parallelus (S8), Bicolorana_bicolor (S10)]",1.22393081560321,1.62686854320931
"Omega1[Conocephalus_discolor (S9), Bicolorana_bicolor (S10)]",1.16811165879369,1.49371609842548
"Omega1[Bicolorana_bicolor (S10), Bicolorana_bicolor (S10)]",1.1668285915453,1.46866625583403
"Omega1[Roeseliana_roeselii (S11), Bicolorana_bicolor (S10)]",1.45197953407592,2.276034168426
"Omega1[Myrmeleotettix_maculatus (S12), Bicolorana_bicolor (S10)]",1.0605630951494,1.15530629430176
"Omega1[Oedipoda_caerulescens (S13), Bicolorana_bicolor (S10)]",1.0077253566296,1.01803685813934
"Omega1[Phaneroptera_falcata (S14), Bicolorana_bicolor (S10)]",1.02592012124214,1.08962583510544
"Omega1[Platycleis_albopunctata (S15), Bicolorana_bicolor (S10)]",1.03434403357541,1.07828528410146
"Omega1[Stenobothrus_lineatus (S16), Bicolorana_bicolor (S10)]",1.11383378094827,1.35832806872085
"Omega1[Stethophyma_grossum (S17), Bicolorana_bicolor (S10)]",1.18253112339838,1.56344736295615
"Omega1[Tettigonia_viridissima (S18), Bicolorana_bicolor (S10)]",1.05583594493904,1.17299301374516
"Omega1[Calliptamus_italicus (S1), Roeseliana_roeselii (S11)]",1.00546396070606,1.01249172587304
"Omega1[Chorthippus_albomarginatus (S2), Roeseliana_roeselii (S11)]",1.01760915136158,1.02182659588446
"Omega1[Chorthippus_apricarius (S3), Roeseliana_roeselii (S11)]",1.20436620926299,1.61936776003107
"Omega1[Chorthippus_biguttulus (S4), Roeseliana_roeselii (S11)]",1.36325759586702,2.03209245372146
"Omega1[Chorthippus_brunneus (S5), Roeseliana_roeselii (S11)]",1.01928474811978,1.04854485592397
"Omega1[Chorthippus_dorsatus (S6), Roeseliana_roeselii (S11)]",1.51046127577262,3.65654663109397
"Omega1[Chorthippus_mollis (S7), Roeseliana_roeselii (S11)]",1.23082907464425,1.70357215885877
"Omega1[Chorthippus_parallelus (S8), Roeseliana_roeselii (S11)]",1.03826409365549,1.04393545417199
"Omega1[Conocephalus_discolor (S9), Roeseliana_roeselii (S11)]",1.37708246032477,2.32017057843781
"Omega1[Bicolorana_bicolor (S10), Roeseliana_roeselii (S11)]",1.45197953407592,2.276034168426
"Omega1[Roeseliana_roeselii (S11), Roeseliana_roeselii (S11)]",1.13433539871976,1.30761479712661
"Omega1[Myrmeleotettix_maculatus (S12), Roeseliana_roeselii (S11)]",1.39789808122332,2.04128230895925
"Omega1[Oedipoda_caerulescens (S13), Roeseliana_roeselii (S11)]",1.21620660913623,1.60250467855036
"Omega1[Phaneroptera_falcata (S14), Roeseliana_roeselii (S11)]",1.28328356173756,1.93573841567256
"Omega1[Platycleis_albopunctata (S15), Roeseliana_roeselii (S11)]",1.26613784455097,1.72619871064184
"Omega1[Stenobothrus_lineatus (S16), Roeseliana_roeselii (S11)]",1.41583585228978,2.99129718726592
"Omega1[Stethophyma_grossum (S17), Roeseliana_roeselii (S11)]",1.12768485797416,1.3932833793286
"Omega1[Tettigonia_viridissima (S18), Roeseliana_roeselii (S11)]",1.14327814093688,1.40828167838894
"Omega1[Calliptamus_italicus (S1), Myrmeleotettix_maculatus (S12)]",1.03039771787015,1.0485077851606
"Omega1[Chorthippus_albomarginatus (S2), Myrmeleotettix_maculatus (S12)]",1.18987936217456,1.55861943915356
"Omega1[Chorthippus_apricarius (S3), Myrmeleotettix_maculatus (S12)]",1.05117014590683,1.15337048059592
"Omega1[Chorthippus_biguttulus (S4), Myrmeleotettix_maculatus (S12)]",1.21329595843335,1.67880772350134
"Omega1[Chorthippus_brunneus (S5), Myrmeleotettix_maculatus (S12)]",1.06187971323046,1.16094556364809
"Omega1[Chorthippus_dorsatus (S6), Myrmeleotettix_maculatus (S12)]",1.14994728369817,1.43452437867172
"Omega1[Chorthippus_mollis (S7), Myrmeleotettix_maculatus (S12)]",1.16783363086366,1.50128700309412
"Omega1[Chorthippus_parallelus (S8), Myrmeleotettix_maculatus (S12)]",1.2600047573969,1.71053493247923
"Omega1[Conocephalus_discolor (S9), Myrmeleotettix_maculatus (S12)]",1.05567139256581,1.1746375182793
"Omega1[Bicolorana_bicolor (S10), Myrmeleotettix_maculatus (S12)]",1.0605630951494,1.15530629430176
"Omega1[Roeseliana_roeselii (S11), Myrmeleotettix_maculatus (S12)]",1.39789808122332,2.04128230895925
"Omega1[Myrmeleotettix_maculatus (S12), Myrmeleotettix_maculatus (S12)]",1.01792600916903,1.03507057718555
"Omega1[Oedipoda_caerulescens (S13), Myrmeleotettix_maculatus (S12)]",1.00604215452357,1.01265600591985
"Omega1[Phaneroptera_falcata (S14), Myrmeleotettix_maculatus (S12)]",1.01382543525992,1.02483889830986
"Omega1[Platycleis_albopunctata (S15), Myrmeleotettix_maculatus (S12)]",1.04660897047868,1.13484384247926
"Omega1[Stenobothrus_lineatus (S16), Myrmeleotettix_maculatus (S12)]",1.10180684120803,1.30377766835985
"Omega1[Stethophyma_grossum (S17), Myrmeleotettix_maculatus (S12)]",1.21378169806411,1.67834756529513
"Omega1[Tettigonia_viridissima (S18), Myrmeleotettix_maculatus (S12)]",1.02273682495844,1.07453808919391
"Omega1[Calliptamus_italicus (S1), Oedipoda_caerulescens (S13)]",1.02396103538273,1.03865559508589
"Omega1[Chorthippus_albomarginatus (S2), Oedipoda_caerulescens (S13)]",1.11461461544592,1.35501362225663
"Omega1[Chorthippus_apricarius (S3), Oedipoda_caerulescens (S13)]",1.01425587378507,1.0377737944115
"Omega1[Chorthippus_biguttulus (S4), Oedipoda_caerulescens (S13)]",1.09191525094564,1.28509942192517
"Omega1[Chorthippus_brunneus (S5), Oedipoda_caerulescens (S13)]",1.05207002739645,1.09506230585547
"Omega1[Chorthippus_dorsatus (S6), Oedipoda_caerulescens (S13)]",1.02195048900185,1.06429749391877
"Omega1[Chorthippus_mollis (S7), Oedipoda_caerulescens (S13)]",1.16006478203973,1.47660598274862
"Omega1[Chorthippus_parallelus (S8), Oedipoda_caerulescens (S13)]",1.16420416543509,1.4727531239029
"Omega1[Conocephalus_discolor (S9), Oedipoda_caerulescens (S13)]",1.04680889453522,1.14748399928415
"Omega1[Bicolorana_bicolor (S10), Oedipoda_caerulescens (S13)]",1.0077253566296,1.01803685813934
"Omega1[Roeseliana_roeselii (S11), Oedipoda_caerulescens (S13)]",1.21620660913623,1.60250467855036
"Omega1[Myrmeleotettix_maculatus (S12), Oedipoda_caerulescens (S13)]",1.00604215452357,1.01265600591985
"Omega1[Oedipoda_caerulescens (S13), Oedipoda_caerulescens (S13)]",1.01073122671558,1.03349069987288
"Omega1[Phaneroptera_falcata (S14), Oedipoda_caerulescens (S13)]",1.01131468724875,1.0290177681553
"Omega1[Platycleis_albopunctata (S15), Oedipoda_caerulescens (S13)]",1.05706680234461,1.18155642457438
"Omega1[Stenobothrus_lineatus (S16), Oedipoda_caerulescens (S13)]",1.10618515458016,1.31503307815742
"Omega1[Stethophyma_grossum (S17), Oedipoda_caerulescens (S13)]",1.16014587283943,1.49585107193403
"Omega1[Tettigonia_viridissima (S18), Oedipoda_caerulescens (S13)]",1.02054293001217,1.06421256236555
"Omega1[Calliptamus_italicus (S1), Phaneroptera_falcata (S14)]",1.07787582410507,1.0949623135639
"Omega1[Chorthippus_albomarginatus (S2), Phaneroptera_falcata (S14)]",1.10631390253244,1.29341346965475
"Omega1[Chorthippus_apricarius (S3), Phaneroptera_falcata (S14)]",1.35605219568413,2.52710133891343
"Omega1[Chorthippus_biguttulus (S4), Phaneroptera_falcata (S14)]",1.07272163765667,1.19521047031584
"Omega1[Chorthippus_brunneus (S5), Phaneroptera_falcata (S14)]",1.15295106602365,1.42469402045717
"Omega1[Chorthippus_dorsatus (S6), Phaneroptera_falcata (S14)]",1.49945839310385,3.63203052680924
"Omega1[Chorthippus_mollis (S7), Phaneroptera_falcata (S14)]",1.12426161830455,1.32398062034473
"Omega1[Chorthippus_parallelus (S8), Phaneroptera_falcata (S14)]",1.11324135586182,1.3291301537247
"Omega1[Conocephalus_discolor (S9), Phaneroptera_falcata (S14)]",1.44003729590987,3.03881350417812
"Omega1[Bicolorana_bicolor (S10), Phaneroptera_falcata (S14)]",1.02592012124214,1.08962583510544
"Omega1[Roeseliana_roeselii (S11), Phaneroptera_falcata (S14)]",1.28328356173756,1.93573841567256
"Omega1[Myrmeleotettix_maculatus (S12), Phaneroptera_falcata (S14)]",1.01382543525992,1.02483889830986
"Omega1[Oedipoda_caerulescens (S13), Phaneroptera_falcata (S14)]",1.01131468724875,1.0290177681553
"Omega1[Phaneroptera_falcata (S14), Phaneroptera_falcata (S14)]",1.31894530783256,2.42286466822092
"Omega1[Platycleis_albopunctata (S15), Phaneroptera_falcata (S14)]",1.01376159115801,1.04602169503417
"Omega1[Stenobothrus_lineatus (S16), Phaneroptera_falcata (S14)]",1.36760502620973,2.71855789825216
"Omega1[Stethophyma_grossum (S17), Phaneroptera_falcata (S14)]",1.01424521232206,1.01605475426215
"Omega1[Tettigonia_viridissima (S18), Phaneroptera_falcata (S14)]",1.30750703312988,2.1863835749421
"Omega1[Calliptamus_italicus (S1), Platycleis_albopunctata (S15)]",1.02687289043008,1.04278188717171
"Omega1[Chorthippus_albomarginatus (S2), Platycleis_albopunctata (S15)]",1.14070150475645,1.42410087374958
"Omega1[Chorthippus_apricarius (S3), Platycleis_albopunctata (S15)]",1.06130195417269,1.1999764680882
