"","Point est.","Upper C.I."
"Omega1[Calathus_fuscipes (S28), Amara_apricaria (S3)]",1.03181010239605,1.10280681477682
"Omega1[Calathus_melanocephalus (S29), Amara_apricaria (S3)]",1.38166770441406,2.06219854067502
"Omega1[Carabus_nemoralis (S30), Amara_apricaria (S3)]",1.0738041279735,1.22029247672629
"Omega1[Cicindela_campestris (S31), Amara_apricaria (S3)]",1.0739548478424,1.20825048508464
"Omega1[Cicindela_hybrida (S32), Amara_apricaria (S3)]",1.11413176404578,1.33071015287726
"Omega1[Harpalus_affinis (S33), Amara_apricaria (S3)]",1.03135496916556,1.10687884814243
"Omega1[Harpalus_anxius (S34), Amara_apricaria (S3)]",1.11805893484628,1.35270033384397
"Omega1[Harpalus_autumnalis (S35), Amara_apricaria (S3)]",1.14040791799924,1.42352876648388
"Omega1[Harpalus_calceatus (S36), Amara_apricaria (S3)]",1.14065978757382,1.41231014700929
"Omega1[Harpalus_distinguendus (S37), Amara_apricaria (S3)]",1.01463594902292,1.03304447434618
"Omega1[Harpalus_flavescens (S38), Amara_apricaria (S3)]",1.01272014536539,1.02746246565993
"Omega1[Harpalus_griseus (S39), Amara_apricaria (S3)]",1.11427091362369,1.35589118928331
"Omega1[Harpalus_latus (S40), Amara_apricaria (S3)]",1.42392021246379,2.23119860726275
"Omega1[Harpalus_luteicornis (S41), Amara_apricaria (S3)]",1.53228366912874,2.3790357151062
"Omega1[Cryptophonus_melancholicus (S42), Amara_apricaria (S3)]",1.09296268898817,1.29166856907093
"Omega1[Harpalus_picipennis (S43), Amara_apricaria (S3)]",1.06844764868222,1.17585734412725
"Omega1[Harpalus_pumilus (S44), Amara_apricaria (S3)]",1.08709873472702,1.25556008629298
"Omega1[Harpalus_rubripes (S45), Amara_apricaria (S3)]",1.32204373439332,1.8627860325031
"Omega1[Harpalus_rufipalpis (S46), Amara_apricaria (S3)]",1.16748843680508,1.53130789373209
"Omega1[Harpalus_rufipes (S47), Amara_apricaria (S3)]",1.05002493962073,1.12605516698539
"Omega1[Harpalus_serripes (S48), Amara_apricaria (S3)]",1.20415623612574,1.58063669798054
"Omega1[Semiophonus_signaticornis (S49), Amara_apricaria (S3)]",1.11729673858902,1.33899626780563
"Omega1[Harpalus_smaragdinus (S50), Amara_apricaria (S3)]",1.02873608895065,1.06395181402324
"Omega1[Harpalus_tardus (S51), Amara_apricaria (S3)]",1.28594524879411,1.84266172577448
"Omega1[Leistus_ferrugineus (S52), Amara_apricaria (S3)]",1.07804978409021,1.24890688403865
"Omega1[Leistus_rufomarginatus (S53), Amara_apricaria (S3)]",1.00934777034938,1.02377157382386
"Omega1[Licinus_depressus (S54), Amara_apricaria (S3)]",1.04805479373471,1.15418776247098
"Omega1[Loricera_pilicornis (S55), Amara_apricaria (S3)]",1.02543222722614,1.05499708668259
"Omega1[Masoreus_wetterhallii (S56), Amara_apricaria (S3)]",1.03569208460351,1.08547827582766
"Omega1[Microlestes_minutulus (S57), Amara_apricaria (S3)]",1.11617590118036,1.35563071421243
"Omega1[Nebria_brevicollis (S58), Amara_apricaria (S3)]",1.12143952362557,1.37232545653458
"Omega1[Nebria_salina (S59), Amara_apricaria (S3)]",1.03472946920401,1.09875876123594
"Omega1[Notiophilus_aestuans (S60), Amara_apricaria (S3)]",1.01775856956489,1.05750129828805
"Omega1[Notiophilus_aquaticus (S61), Amara_apricaria (S3)]",1.0303076084624,1.09766244244356
"Omega1[Notiophilus_palustris (S62), Amara_apricaria (S3)]",1.22747478217808,1.63794673429045
"Omega1[Panagaeus_bipustulatus (S63), Amara_apricaria (S3)]",1.07614846228798,1.22469895585423
"Omega1[Poecilus_cupreus (S64), Amara_apricaria (S3)]",1.06660872022091,1.13149232306329
"Omega1[Poecilus_lepidus (S65), Amara_apricaria (S3)]",1.11317227357655,1.28622257183114
"Omega1[Poecilus_versicolor (S66), Amara_apricaria (S3)]",1.11686924990115,1.3621631952484
"Omega1[Pterostichus_diligens (S67), Amara_apricaria (S3)]",1.04072776616124,1.12397741517869
"Omega1[Pterostichus_niger (S68), Amara_apricaria (S3)]",1.39960116681511,2.09351061233632
"Omega1[Pterostichus_vernalis (S69), Amara_apricaria (S3)]",1.00492567945599,1.01777379111828
"Omega1[Stenolophus_teutonus (S70), Amara_apricaria (S3)]",1.05136847891195,1.16399910603658
"Omega1[Syntomus_foveatus (S71), Amara_apricaria (S3)]",1.05304892227479,1.10693074918532
"Omega1[Syntomus_truncatellus (S72), Amara_apricaria (S3)]",1.04809811116476,1.14267302592909
"Omega1[Trechus_quadristriatus (S73), Amara_apricaria (S3)]",1.27763276393747,1.77543888416032
"Omega1[Amara_aenea (S1), Amara_aulica (S4)]",1.02695112080548,1.08102218155689
"Omega1[Amara_anthobia (S2), Amara_aulica (S4)]",1.03322483464379,1.03364337249624
"Omega1[Amara_apricaria (S3), Amara_aulica (S4)]",1.06235945241596,1.15257265552495
"Omega1[Amara_aulica (S4), Amara_aulica (S4)]",1.10917644460267,1.32600356675829
"Omega1[Amara_bifrons (S5), Amara_aulica (S4)]",1.0384803896918,1.11782877837279
"Omega1[Amara_convexior (S6), Amara_aulica (S4)]",1.61733897803629,2.68492995882865
"Omega1[Amara_curta (S7), Amara_aulica (S4)]",1.35379024404019,1.95718773358104
"Omega1[Amara_equestris (S8), Amara_aulica (S4)]",1.0406708400547,1.12994803914915
"Omega1[Amara_eurynota (S9), Amara_aulica (S4)]",1.22235288438024,1.64929346603652
"Omega1[Amara_familiaris (S10), Amara_aulica (S4)]",1.30151350767783,1.90647030594423
"Omega1[Amara_fulva (S11), Amara_aulica (S4)]",1.05994392403512,1.17788926053755
"Omega1[Amara_fusca (S12), Amara_aulica (S4)]",1.03960513810693,1.08135161621784
"Omega1[Amara_lucida (S13), Amara_aulica (S4)]",1.03139083121206,1.10080209633973
"Omega1[Amara_lunicollis (S14), Amara_aulica (S4)]",1.12776963136359,1.37958162035517
"Omega1[Amara_makolskii (S15), Amara_aulica (S4)]",1.44152888624878,2.23991109303781
"Omega1[Amara_municipalis (S16), Amara_aulica (S4)]",1.02413453691747,1.08383227565517
"Omega1[Amara_ovata (S17), Amara_aulica (S4)]",1.05295810289584,1.17260546914843
"Omega1[Amara_similata (S18), Amara_aulica (S4)]",1.08261560198767,1.24289585283656
"Omega1[Amara_tibialis (S19), Amara_aulica (S4)]",1.04759793875371,1.12205985516259
"Omega1[Anisodactylus_binotatus (S20), Amara_aulica (S4)]",1.00336761929352,1.01039263859757
"Omega1[Badister_bullatus (S21), Amara_aulica (S4)]",1.01619831732501,1.05648145780376
"Omega1[Bembidion_lampros (S22), Amara_aulica (S4)]",1.01499493792303,1.03186807378543
"Omega1[Bembidion_properans (S23), Amara_aulica (S4)]",1.08571613402183,1.26564534565661
"Omega1[Bradycellus_harpalinus (S24), Amara_aulica (S4)]",1.02587215225877,1.08935345745305
"Omega1[Calathus_ambiguus (S25), Amara_aulica (S4)]",1.06183536093275,1.20044367246978
"Omega1[Calathus_cinctus (S26), Amara_aulica (S4)]",1.13578791488124,1.4038341569741
"Omega1[Calathus_erratus (S27), Amara_aulica (S4)]",1.54872304617546,2.37051117682114
"Omega1[Calathus_fuscipes (S28), Amara_aulica (S4)]",1.03736434907822,1.12380084637983
"Omega1[Calathus_melanocephalus (S29), Amara_aulica (S4)]",1.20933625144135,1.6497039240849
"Omega1[Carabus_nemoralis (S30), Amara_aulica (S4)]",1.07960449983726,1.25573294180266
"Omega1[Cicindela_campestris (S31), Amara_aulica (S4)]",1.0130136429537,1.04425106468864
"Omega1[Cicindela_hybrida (S32), Amara_aulica (S4)]",1.07864097878504,1.24855746853852
"Omega1[Harpalus_affinis (S33), Amara_aulica (S4)]",1.11954012711871,1.36287595767891
"Omega1[Harpalus_anxius (S34), Amara_aulica (S4)]",1.04202553637964,1.139364361483
"Omega1[Harpalus_autumnalis (S35), Amara_aulica (S4)]",1.25773354753671,1.71931218089108
"Omega1[Harpalus_calceatus (S36), Amara_aulica (S4)]",1.29438791231564,1.85570884984611
"Omega1[Harpalus_distinguendus (S37), Amara_aulica (S4)]",1.05487202143422,1.11427613145649
"Omega1[Harpalus_flavescens (S38), Amara_aulica (S4)]",1.0376491634977,1.11377116386766
"Omega1[Harpalus_griseus (S39), Amara_aulica (S4)]",1.57827918584806,2.47328678698422
"Omega1[Harpalus_latus (S40), Amara_aulica (S4)]",1.20660151230161,1.59606870223173
"Omega1[Harpalus_luteicornis (S41), Amara_aulica (S4)]",1.14305512258873,1.41931591736933
"Omega1[Cryptophonus_melancholicus (S42), Amara_aulica (S4)]",1.45249635369085,2.16177894160339
"Omega1[Harpalus_picipennis (S43), Amara_aulica (S4)]",1.02133600036105,1.06928545504659
"Omega1[Harpalus_pumilus (S44), Amara_aulica (S4)]",1.11817308466503,1.34452108137324
"Omega1[Harpalus_rubripes (S45), Amara_aulica (S4)]",1.04181792162265,1.13726887631971
"Omega1[Harpalus_rufipalpis (S46), Amara_aulica (S4)]",1.08339056078048,1.24349517821988
"Omega1[Harpalus_rufipes (S47), Amara_aulica (S4)]",1.04447746405511,1.13353727800468
"Omega1[Harpalus_serripes (S48), Amara_aulica (S4)]",1.22913971976528,1.65282471443882
"Omega1[Semiophonus_signaticornis (S49), Amara_aulica (S4)]",1.05688811105568,1.16439985485883
"Omega1[Harpalus_smaragdinus (S50), Amara_aulica (S4)]",1.40755386380227,2.05666698110541
"Omega1[Harpalus_tardus (S51), Amara_aulica (S4)]",1.09050582839985,1.27381975086789
"Omega1[Leistus_ferrugineus (S52), Amara_aulica (S4)]",1.07194026225254,1.23063607795459
"Omega1[Leistus_rufomarginatus (S53), Amara_aulica (S4)]",1.04911046137909,1.1008232153813
"Omega1[Licinus_depressus (S54), Amara_aulica (S4)]",1.00498229112756,1.01311912077728
"Omega1[Loricera_pilicornis (S55), Amara_aulica (S4)]",1.01690663314192,1.0504966827312
"Omega1[Masoreus_wetterhallii (S56), Amara_aulica (S4)]",1.05842774797525,1.16277812701739
"Omega1[Microlestes_minutulus (S57), Amara_aulica (S4)]",1.02984090198221,1.05005105493886
"Omega1[Nebria_brevicollis (S58), Amara_aulica (S4)]",1.2647643912825,1.75175883263705
"Omega1[Nebria_salina (S59), Amara_aulica (S4)]",1.09180715232424,1.28517105440283
"Omega1[Notiophilus_aestuans (S60), Amara_aulica (S4)]",1.00965730289297,1.0298714733068
"Omega1[Notiophilus_aquaticus (S61), Amara_aulica (S4)]",1.12800366453283,1.38481117506785
"Omega1[Notiophilus_palustris (S62), Amara_aulica (S4)]",1.00839422713747,1.02867895820088
"Omega1[Panagaeus_bipustulatus (S63), Amara_aulica (S4)]",1.0202643986093,1.06630166504869
"Omega1[Poecilus_cupreus (S64), Amara_aulica (S4)]",1.12951148215486,1.38527354721418
"Omega1[Poecilus_lepidus (S65), Amara_aulica (S4)]",1.14820953760208,1.45062798755351
"Omega1[Poecilus_versicolor (S66), Amara_aulica (S4)]",1.16246625218595,1.50930985978006
