"","x"
"Omega1[Poecilus_cupreus (S64), Amara_aenea (S1)]",465.643174039202
"Omega1[Poecilus_lepidus (S65), Amara_aenea (S1)]",204.952187665749
"Omega1[Poecilus_versicolor (S66), Amara_aenea (S1)]",536.275957628925
"Omega1[Pterostichus_diligens (S67), Amara_aenea (S1)]",1163.58029691226
"Omega1[Pterostichus_niger (S68), Amara_aenea (S1)]",639.989077287114
"Omega1[Pterostichus_vernalis (S69), Amara_aenea (S1)]",1610.16027411981
"Omega1[Stenolophus_teutonus (S70), Amara_aenea (S1)]",978.833053134072
"Omega1[Syntomus_foveatus (S71), Amara_aenea (S1)]",864.899563130237
"Omega1[Syntomus_truncatellus (S72), Amara_aenea (S1)]",679.72485605549
"Omega1[Trechus_quadristriatus (S73), Amara_aenea (S1)]",765.628108081769
"Omega1[Amara_aenea (S1), Amara_anthobia (S2)]",1498.60823022623
"Omega1[Amara_anthobia (S2), Amara_anthobia (S2)]",1096.67491522056
"Omega1[Amara_apricaria (S3), Amara_anthobia (S2)]",1832.24966600982
"Omega1[Amara_aulica (S4), Amara_anthobia (S2)]",1647.93946715334
"Omega1[Amara_bifrons (S5), Amara_anthobia (S2)]",1108.16379260314
"Omega1[Amara_convexior (S6), Amara_anthobia (S2)]",1510.09581343903
"Omega1[Amara_curta (S7), Amara_anthobia (S2)]",741.126775502801
"Omega1[Amara_equestris (S8), Amara_anthobia (S2)]",2116.24438204236
"Omega1[Amara_eurynota (S9), Amara_anthobia (S2)]",1868.70894078444
"Omega1[Amara_familiaris (S10), Amara_anthobia (S2)]",964.682607259214
"Omega1[Amara_fulva (S11), Amara_anthobia (S2)]",1658.5947691312
"Omega1[Amara_fusca (S12), Amara_anthobia (S2)]",580.755319360714
"Omega1[Amara_lucida (S13), Amara_anthobia (S2)]",1518.81606914068
"Omega1[Amara_lunicollis (S14), Amara_anthobia (S2)]",1075.35173475945
"Omega1[Amara_makolskii (S15), Amara_anthobia (S2)]",1366.06932015709
"Omega1[Amara_municipalis (S16), Amara_anthobia (S2)]",1058.69530038133
"Omega1[Amara_ovata (S17), Amara_anthobia (S2)]",3164.79409035441
"Omega1[Amara_similata (S18), Amara_anthobia (S2)]",1251.43255069877
"Omega1[Amara_tibialis (S19), Amara_anthobia (S2)]",1193.09724975758
"Omega1[Anisodactylus_binotatus (S20), Amara_anthobia (S2)]",2578.79870768279
"Omega1[Badister_bullatus (S21), Amara_anthobia (S2)]",2308.59978905886
"Omega1[Bembidion_lampros (S22), Amara_anthobia (S2)]",1230.18315165679
"Omega1[Bembidion_properans (S23), Amara_anthobia (S2)]",1314.08064193379
"Omega1[Bradycellus_harpalinus (S24), Amara_anthobia (S2)]",2291.08971842121
"Omega1[Calathus_ambiguus (S25), Amara_anthobia (S2)]",1191.51504744485
"Omega1[Calathus_cinctus (S26), Amara_anthobia (S2)]",1866.26476477824
"Omega1[Calathus_erratus (S27), Amara_anthobia (S2)]",784.931467967019
"Omega1[Calathus_fuscipes (S28), Amara_anthobia (S2)]",1198.56272880498
"Omega1[Calathus_melanocephalus (S29), Amara_anthobia (S2)]",1750.54911991541
"Omega1[Carabus_nemoralis (S30), Amara_anthobia (S2)]",1562.92637453091
"Omega1[Cicindela_campestris (S31), Amara_anthobia (S2)]",1426.71890527388
"Omega1[Cicindela_hybrida (S32), Amara_anthobia (S2)]",1566.04863578317
"Omega1[Harpalus_affinis (S33), Amara_anthobia (S2)]",1686.79360399555
"Omega1[Harpalus_anxius (S34), Amara_anthobia (S2)]",1365.64191977129
"Omega1[Harpalus_autumnalis (S35), Amara_anthobia (S2)]",867.979114737134
"Omega1[Harpalus_calceatus (S36), Amara_anthobia (S2)]",1169.77442157953
"Omega1[Harpalus_distinguendus (S37), Amara_anthobia (S2)]",1618.2868246042
"Omega1[Harpalus_flavescens (S38), Amara_anthobia (S2)]",1197.86414594649
"Omega1[Harpalus_griseus (S39), Amara_anthobia (S2)]",965.93953753703
"Omega1[Harpalus_latus (S40), Amara_anthobia (S2)]",1560.90864569467
"Omega1[Harpalus_luteicornis (S41), Amara_anthobia (S2)]",1230.14709525729
"Omega1[Cryptophonus_melancholicus (S42), Amara_anthobia (S2)]",844.503179359061
"Omega1[Harpalus_picipennis (S43), Amara_anthobia (S2)]",1166.15757050659
"Omega1[Harpalus_pumilus (S44), Amara_anthobia (S2)]",1353.64904108938
"Omega1[Harpalus_rubripes (S45), Amara_anthobia (S2)]",1356.22546877488
"Omega1[Harpalus_rufipalpis (S46), Amara_anthobia (S2)]",1641.55314166968
"Omega1[Harpalus_rufipes (S47), Amara_anthobia (S2)]",1583.99420839265
"Omega1[Harpalus_serripes (S48), Amara_anthobia (S2)]",1502.25818494254
"Omega1[Semiophonus_signaticornis (S49), Amara_anthobia (S2)]",1432.48050222739
"Omega1[Harpalus_smaragdinus (S50), Amara_anthobia (S2)]",987.633308191858
"Omega1[Harpalus_tardus (S51), Amara_anthobia (S2)]",1411.70293385158
"Omega1[Leistus_ferrugineus (S52), Amara_anthobia (S2)]",2195.14730992743
"Omega1[Leistus_rufomarginatus (S53), Amara_anthobia (S2)]",1612.16529472573
"Omega1[Licinus_depressus (S54), Amara_anthobia (S2)]",2257.63737879343
"Omega1[Loricera_pilicornis (S55), Amara_anthobia (S2)]",2193.10958117698
"Omega1[Masoreus_wetterhallii (S56), Amara_anthobia (S2)]",2584.96795181694
"Omega1[Microlestes_minutulus (S57), Amara_anthobia (S2)]",1249.27606814498
"Omega1[Nebria_brevicollis (S58), Amara_anthobia (S2)]",1469.39505820629
"Omega1[Nebria_salina (S59), Amara_anthobia (S2)]",2010.4574314373
"Omega1[Notiophilus_aestuans (S60), Amara_anthobia (S2)]",2916.12080555453
"Omega1[Notiophilus_aquaticus (S61), Amara_anthobia (S2)]",1731.90215668912
"Omega1[Notiophilus_palustris (S62), Amara_anthobia (S2)]",1458.26761029838
"Omega1[Panagaeus_bipustulatus (S63), Amara_anthobia (S2)]",2038.62730581043
"Omega1[Poecilus_cupreus (S64), Amara_anthobia (S2)]",2008.34151021621
"Omega1[Poecilus_lepidus (S65), Amara_anthobia (S2)]",1192.10308745277
"Omega1[Poecilus_versicolor (S66), Amara_anthobia (S2)]",1200.27132982421
"Omega1[Pterostichus_diligens (S67), Amara_anthobia (S2)]",1655.14450214127
"Omega1[Pterostichus_niger (S68), Amara_anthobia (S2)]",1534.52245568898
"Omega1[Pterostichus_vernalis (S69), Amara_anthobia (S2)]",2080.66073500362
"Omega1[Stenolophus_teutonus (S70), Amara_anthobia (S2)]",1954.31947456704
"Omega1[Syntomus_foveatus (S71), Amara_anthobia (S2)]",1532.41098738495
"Omega1[Syntomus_truncatellus (S72), Amara_anthobia (S2)]",822.099100353612
"Omega1[Trechus_quadristriatus (S73), Amara_anthobia (S2)]",2382.50270800876
"Omega1[Amara_aenea (S1), Amara_apricaria (S3)]",804.13976097237
"Omega1[Amara_anthobia (S2), Amara_apricaria (S3)]",1832.24966600982
"Omega1[Amara_apricaria (S3), Amara_apricaria (S3)]",541.732270124036
"Omega1[Amara_aulica (S4), Amara_apricaria (S3)]",667.127151585198
"Omega1[Amara_bifrons (S5), Amara_apricaria (S3)]",1202.03388524413
"Omega1[Amara_convexior (S6), Amara_apricaria (S3)]",680.167259849026
"Omega1[Amara_curta (S7), Amara_apricaria (S3)]",902.781629553461
"Omega1[Amara_equestris (S8), Amara_apricaria (S3)]",2238.11274924146
"Omega1[Amara_eurynota (S9), Amara_apricaria (S3)]",1177.6264855345
"Omega1[Amara_familiaris (S10), Amara_apricaria (S3)]",800.359948076903
"Omega1[Amara_fulva (S11), Amara_apricaria (S3)]",712.108632258947
"Omega1[Amara_fusca (S12), Amara_apricaria (S3)]",689.864129850792
"Omega1[Amara_lucida (S13), Amara_apricaria (S3)]",863.672905290534
"Omega1[Amara_lunicollis (S14), Amara_apricaria (S3)]",880.717794383241
"Omega1[Amara_makolskii (S15), Amara_apricaria (S3)]",511.967346849019
"Omega1[Amara_municipalis (S16), Amara_apricaria (S3)]",1263.30751599497
"Omega1[Amara_ovata (S17), Amara_apricaria (S3)]",1446.61036437997
"Omega1[Amara_similata (S18), Amara_apricaria (S3)]",1009.57970811674
"Omega1[Amara_tibialis (S19), Amara_apricaria (S3)]",771.902777506856
"Omega1[Anisodactylus_binotatus (S20), Amara_apricaria (S3)]",1630.09408197214
"Omega1[Badister_bullatus (S21), Amara_apricaria (S3)]",1950.20143221199
"Omega1[Bembidion_lampros (S22), Amara_apricaria (S3)]",579.648619701027
"Omega1[Bembidion_properans (S23), Amara_apricaria (S3)]",1182.42085267671
"Omega1[Bradycellus_harpalinus (S24), Amara_apricaria (S3)]",1319.08661963656
"Omega1[Calathus_ambiguus (S25), Amara_apricaria (S3)]",403.45810876831
"Omega1[Calathus_cinctus (S26), Amara_apricaria (S3)]",1242.04766077978
"Omega1[Calathus_erratus (S27), Amara_apricaria (S3)]",947.862337857494
"Omega1[Calathus_fuscipes (S28), Amara_apricaria (S3)]",814.29603083987
"Omega1[Calathus_melanocephalus (S29), Amara_apricaria (S3)]",972.493713510834
"Omega1[Carabus_nemoralis (S30), Amara_apricaria (S3)]",570.944004204972
"Omega1[Cicindela_campestris (S31), Amara_apricaria (S3)]",778.486710138321
"Omega1[Cicindela_hybrida (S32), Amara_apricaria (S3)]",423.464070270922
"Omega1[Harpalus_affinis (S33), Amara_apricaria (S3)]",901.065833754086
"Omega1[Harpalus_anxius (S34), Amara_apricaria (S3)]",462.120031897705
"Omega1[Harpalus_autumnalis (S35), Amara_apricaria (S3)]",495.618150296314
"Omega1[Harpalus_calceatus (S36), Amara_apricaria (S3)]",832.376865432479
"Omega1[Harpalus_distinguendus (S37), Amara_apricaria (S3)]",1142.72813922184
"Omega1[Harpalus_flavescens (S38), Amara_apricaria (S3)]",1024.33175284445
"Omega1[Harpalus_griseus (S39), Amara_apricaria (S3)]",619.816417941222
"Omega1[Harpalus_latus (S40), Amara_apricaria (S3)]",1974.81918091117
"Omega1[Harpalus_luteicornis (S41), Amara_apricaria (S3)]",908.98532132849
"Omega1[Cryptophonus_melancholicus (S42), Amara_apricaria (S3)]",1042.94307258666
"Omega1[Harpalus_picipennis (S43), Amara_apricaria (S3)]",798.899740628535
"Omega1[Harpalus_pumilus (S44), Amara_apricaria (S3)]",582.011194656536
"Omega1[Harpalus_rubripes (S45), Amara_apricaria (S3)]",466.353596547229
"Omega1[Harpalus_rufipalpis (S46), Amara_apricaria (S3)]",396.744904087224
"Omega1[Harpalus_rufipes (S47), Amara_apricaria (S3)]",497.443867870675
"Omega1[Harpalus_serripes (S48), Amara_apricaria (S3)]",481.00307038238
"Omega1[Semiophonus_signaticornis (S49), Amara_apricaria (S3)]",675.248126883
"Omega1[Harpalus_smaragdinus (S50), Amara_apricaria (S3)]",838.147506037836
"Omega1[Harpalus_tardus (S51), Amara_apricaria (S3)]",809.185605136737
"Omega1[Leistus_ferrugineus (S52), Amara_apricaria (S3)]",1200.73658038856
"Omega1[Leistus_rufomarginatus (S53), Amara_apricaria (S3)]",523.952348910709
"Omega1[Licinus_depressus (S54), Amara_apricaria (S3)]",1140.09790270673
"Omega1[Loricera_pilicornis (S55), Amara_apricaria (S3)]",1601.06562817639
"Omega1[Masoreus_wetterhallii (S56), Amara_apricaria (S3)]",1012.80799921158
"Omega1[Microlestes_minutulus (S57), Amara_apricaria (S3)]",1007.52032762858
"Omega1[Nebria_brevicollis (S58), Amara_apricaria (S3)]",440.256583825715
"Omega1[Nebria_salina (S59), Amara_apricaria (S3)]",754.104004546838
"Omega1[Notiophilus_aestuans (S60), Amara_apricaria (S3)]",1909.76099629433
"Omega1[Notiophilus_aquaticus (S61), Amara_apricaria (S3)]",523.359819358207
"Omega1[Notiophilus_palustris (S62), Amara_apricaria (S3)]",637.100915653877
"Omega1[Panagaeus_bipustulatus (S63), Amara_apricaria (S3)]",823.141202814527
"Omega1[Poecilus_cupreus (S64), Amara_apricaria (S3)]",669.461019182397
"Omega1[Poecilus_lepidus (S65), Amara_apricaria (S3)]",455.477834463622
"Omega1[Poecilus_versicolor (S66), Amara_apricaria (S3)]",926.092735403805
"Omega1[Pterostichus_diligens (S67), Amara_apricaria (S3)]",1335.90345233537
"Omega1[Pterostichus_niger (S68), Amara_apricaria (S3)]",939.493609233902
"Omega1[Pterostichus_vernalis (S69), Amara_apricaria (S3)]",1703.81470668613
"Omega1[Stenolophus_teutonus (S70), Amara_apricaria (S3)]",1550.74537416719
"Omega1[Syntomus_foveatus (S71), Amara_apricaria (S3)]",848.965460724555
"Omega1[Syntomus_truncatellus (S72), Amara_apricaria (S3)]",1257.67849700062
"Omega1[Trechus_quadristriatus (S73), Amara_apricaria (S3)]",1394.28965836636
"Omega1[Amara_aenea (S1), Amara_aulica (S4)]",541.269744460384
"Omega1[Amara_anthobia (S2), Amara_aulica (S4)]",1647.93946715334
"Omega1[Amara_apricaria (S3), Amara_aulica (S4)]",667.127151585198
"Omega1[Amara_aulica (S4), Amara_aulica (S4)]",650.980283843198
"Omega1[Amara_bifrons (S5), Amara_aulica (S4)]",635.537208453796
"Omega1[Amara_convexior (S6), Amara_aulica (S4)]",373.480058480464
"Omega1[Amara_curta (S7), Amara_aulica (S4)]",388.163288776021
"Omega1[Amara_equestris (S8), Amara_aulica (S4)]",1707.32090861928
"Omega1[Amara_eurynota (S9), Amara_aulica (S4)]",1431.52162314556
"Omega1[Amara_familiaris (S10), Amara_aulica (S4)]",691.752684570738
"Omega1[Amara_fulva (S11), Amara_aulica (S4)]",902.321855262573
"Omega1[Amara_fusca (S12), Amara_aulica (S4)]",401.37418447528
"Omega1[Amara_lucida (S13), Amara_aulica (S4)]",533.488526769715
"Omega1[Amara_lunicollis (S14), Amara_aulica (S4)]",983.870977846039
"Omega1[Amara_makolskii (S15), Amara_aulica (S4)]",652.014488541923
"Omega1[Amara_municipalis (S16), Amara_aulica (S4)]",908.515259663645
"Omega1[Amara_ovata (S17), Amara_aulica (S4)]",1767.14053094651
"Omega1[Amara_similata (S18), Amara_aulica (S4)]",570.856845165694
"Omega1[Amara_tibialis (S19), Amara_aulica (S4)]",581.459565510092
"Omega1[Anisodactylus_binotatus (S20), Amara_aulica (S4)]",1801.78841685862
"Omega1[Badister_bullatus (S21), Amara_aulica (S4)]",1472.10862511578
"Omega1[Bembidion_lampros (S22), Amara_aulica (S4)]",814.388729270439
"Omega1[Bembidion_properans (S23), Amara_aulica (S4)]",579.090219615786
"Omega1[Bradycellus_harpalinus (S24), Amara_aulica (S4)]",1499.0353354622
"Omega1[Calathus_ambiguus (S25), Amara_aulica (S4)]",251.497155919882
"Omega1[Calathus_cinctus (S26), Amara_aulica (S4)]",1779.0858813782
"Omega1[Calathus_erratus (S27), Amara_aulica (S4)]",395.37182845848
"Omega1[Calathus_fuscipes (S28), Amara_aulica (S4)]",728.051650421563
"Omega1[Calathus_melanocephalus (S29), Amara_aulica (S4)]",866.269823681875
"Omega1[Carabus_nemoralis (S30), Amara_aulica (S4)]",329.379192044455
"Omega1[Cicindela_campestris (S31), Amara_aulica (S4)]",541.510915927183
"Omega1[Cicindela_hybrida (S32), Amara_aulica (S4)]",944.324416022747
"Omega1[Harpalus_affinis (S33), Amara_aulica (S4)]",335.941321794068
"Omega1[Harpalus_anxius (S34), Amara_aulica (S4)]",334.862020798968
"Omega1[Harpalus_autumnalis (S35), Amara_aulica (S4)]",728.687715511716
"Omega1[Harpalus_calceatus (S36), Amara_aulica (S4)]",494.155263043419
"Omega1[Harpalus_distinguendus (S37), Amara_aulica (S4)]",980.113461310748
"Omega1[Harpalus_flavescens (S38), Amara_aulica (S4)]",1175.4001653638
"Omega1[Harpalus_griseus (S39), Amara_aulica (S4)]",384.722205591439
"Omega1[Harpalus_latus (S40), Amara_aulica (S4)]",853.636055823916
"Omega1[Harpalus_luteicornis (S41), Amara_aulica (S4)]",825.392341099258
"Omega1[Cryptophonus_melancholicus (S42), Amara_aulica (S4)]",516.573646367671
"Omega1[Harpalus_picipennis (S43), Amara_aulica (S4)]",417.394303343648
"Omega1[Harpalus_pumilus (S44), Amara_aulica (S4)]",751.117098856369
"Omega1[Harpalus_rubripes (S45), Amara_aulica (S4)]",559.878257148063
"Omega1[Harpalus_rufipalpis (S46), Amara_aulica (S4)]",276.536339559073
"Omega1[Harpalus_rufipes (S47), Amara_aulica (S4)]",739.761729065522
"Omega1[Harpalus_serripes (S48), Amara_aulica (S4)]",556.711034060564
"Omega1[Semiophonus_signaticornis (S49), Amara_aulica (S4)]",487.969878334087
"Omega1[Harpalus_smaragdinus (S50), Amara_aulica (S4)]",514.324140545097
"Omega1[Harpalus_tardus (S51), Amara_aulica (S4)]",702.488712765742
"Omega1[Leistus_ferrugineus (S52), Amara_aulica (S4)]",1020.96343622748
"Omega1[Leistus_rufomarginatus (S53), Amara_aulica (S4)]",643.396559284874
"Omega1[Licinus_depressus (S54), Amara_aulica (S4)]",882.554079592566
"Omega1[Loricera_pilicornis (S55), Amara_aulica (S4)]",1651.00779252418
"Omega1[Masoreus_wetterhallii (S56), Amara_aulica (S4)]",979.346277307924
"Omega1[Microlestes_minutulus (S57), Amara_aulica (S4)]",719.527541525778
"Omega1[Nebria_brevicollis (S58), Amara_aulica (S4)]",211.712388349207
"Omega1[Nebria_salina (S59), Amara_aulica (S4)]",1395.03381163963
"Omega1[Notiophilus_aestuans (S60), Amara_aulica (S4)]",2124.91926972424
"Omega1[Notiophilus_aquaticus (S61), Amara_aulica (S4)]",559.285413008624
"Omega1[Notiophilus_palustris (S62), Amara_aulica (S4)]",532.339972766869
"Omega1[Panagaeus_bipustulatus (S63), Amara_aulica (S4)]",1120.29163127895
"Omega1[Poecilus_cupreus (S64), Amara_aulica (S4)]",762.371556833244
"Omega1[Poecilus_lepidus (S65), Amara_aulica (S4)]",494.139232594797
"Omega1[Poecilus_versicolor (S66), Amara_aulica (S4)]",788.470557470491
"Omega1[Pterostichus_diligens (S67), Amara_aulica (S4)]",1451.05734263265
"Omega1[Pterostichus_niger (S68), Amara_aulica (S4)]",673.163379046755
"Omega1[Pterostichus_vernalis (S69), Amara_aulica (S4)]",2403.08344580687
"Omega1[Stenolophus_teutonus (S70), Amara_aulica (S4)]",1012.25531342852
"Omega1[Syntomus_foveatus (S71), Amara_aulica (S4)]",515.551380881089
"Omega1[Syntomus_truncatellus (S72), Amara_aulica (S4)]",482.95828188699
"Omega1[Trechus_quadristriatus (S73), Amara_aulica (S4)]",980.468440585799
"Omega1[Amara_aenea (S1), Amara_bifrons (S5)]",1055.30297475173
"Omega1[Amara_anthobia (S2), Amara_bifrons (S5)]",1108.16379260314
"Omega1[Amara_apricaria (S3), Amara_bifrons (S5)]",1202.03388524413
"Omega1[Amara_aulica (S4), Amara_bifrons (S5)]",635.537208453796
"Omega1[Amara_bifrons (S5), Amara_bifrons (S5)]",1062.48820969665
"Omega1[Amara_convexior (S6), Amara_bifrons (S5)]",692.960615000199
"Omega1[Amara_curta (S7), Amara_bifrons (S5)]",418.927274011812
"Omega1[Amara_equestris (S8), Amara_bifrons (S5)]",1597.73197258031
"Omega1[Amara_eurynota (S9), Amara_bifrons (S5)]",1283.8200500667
"Omega1[Amara_familiaris (S10), Amara_bifrons (S5)]",602.208463462422
"Omega1[Amara_fulva (S11), Amara_bifrons (S5)]",1561.25007808467
"Omega1[Amara_fusca (S12), Amara_bifrons (S5)]",593.561112580792
"Omega1[Amara_lucida (S13), Amara_bifrons (S5)]",1044.84466770842
"Omega1[Amara_lunicollis (S14), Amara_bifrons (S5)]",998.264004464728
"Omega1[Amara_makolskii (S15), Amara_bifrons (S5)]",1343.35186447012
"Omega1[Amara_municipalis (S16), Amara_bifrons (S5)]",895.421248653098
"Omega1[Amara_ovata (S17), Amara_bifrons (S5)]",2521.76078630895
"Omega1[Amara_similata (S18), Amara_bifrons (S5)]",777.72385040976
"Omega1[Amara_tibialis (S19), Amara_bifrons (S5)]",563.677288977223
"Omega1[Anisodactylus_binotatus (S20), Amara_bifrons (S5)]",2204.67109820597
"Omega1[Badister_bullatus (S21), Amara_bifrons (S5)]",2175.76572579349
"Omega1[Bembidion_lampros (S22), Amara_bifrons (S5)]",914.735161426152
"Omega1[Bembidion_properans (S23), Amara_bifrons (S5)]",1263.04402817337
"Omega1[Bradycellus_harpalinus (S24), Amara_bifrons (S5)]",1678.19881528815
"Omega1[Calathus_ambiguus (S25), Amara_bifrons (S5)]",682.88968056191
"Omega1[Calathus_cinctus (S26), Amara_bifrons (S5)]",1435.99499696493
"Omega1[Calathus_erratus (S27), Amara_bifrons (S5)]",432.43560852191
"Omega1[Calathus_fuscipes (S28), Amara_bifrons (S5)]",942.967453396891
"Omega1[Calathus_melanocephalus (S29), Amara_bifrons (S5)]",1278.41328224296
"Omega1[Carabus_nemoralis (S30), Amara_bifrons (S5)]",531.093551705743
"Omega1[Cicindela_campestris (S31), Amara_bifrons (S5)]",436.608640044283
"Omega1[Cicindela_hybrida (S32), Amara_bifrons (S5)]",497.844531432159
"Omega1[Harpalus_affinis (S33), Amara_bifrons (S5)]",1063.87274544418
"Omega1[Harpalus_anxius (S34), Amara_bifrons (S5)]",755.240892961207
"Omega1[Harpalus_autumnalis (S35), Amara_bifrons (S5)]",651.2364033754
"Omega1[Harpalus_calceatus (S36), Amara_bifrons (S5)]",574.467619601851
"Omega1[Harpalus_distinguendus (S37), Amara_bifrons (S5)]",595.288904767503
"Omega1[Harpalus_flavescens (S38), Amara_bifrons (S5)]",678.119793908509
"Omega1[Harpalus_griseus (S39), Amara_bifrons (S5)]",605.356005815151
"Omega1[Harpalus_latus (S40), Amara_bifrons (S5)]",1364.63080867974
"Omega1[Harpalus_luteicornis (S41), Amara_bifrons (S5)]",1291.68890778377
"Omega1[Cryptophonus_melancholicus (S42), Amara_bifrons (S5)]",606.535979076943
"Omega1[Harpalus_picipennis (S43), Amara_bifrons (S5)]",510.816857696226
"Omega1[Harpalus_pumilus (S44), Amara_bifrons (S5)]",628.683055777311
"Omega1[Harpalus_rubripes (S45), Amara_bifrons (S5)]",225.551547518001
"Omega1[Harpalus_rufipalpis (S46), Amara_bifrons (S5)]",274.193415939366
"Omega1[Harpalus_rufipes (S47), Amara_bifrons (S5)]",685.735077596559
"Omega1[Harpalus_serripes (S48), Amara_bifrons (S5)]",1071.39888134342
"Omega1[Semiophonus_signaticornis (S49), Amara_bifrons (S5)]",329.171657084187
"Omega1[Harpalus_smaragdinus (S50), Amara_bifrons (S5)]",766.513260037825
"Omega1[Harpalus_tardus (S51), Amara_bifrons (S5)]",676.119839210102
"Omega1[Leistus_ferrugineus (S52), Amara_bifrons (S5)]",1005.12054435166
"Omega1[Leistus_rufomarginatus (S53), Amara_bifrons (S5)]",831.280776518999
"Omega1[Licinus_depressus (S54), Amara_bifrons (S5)]",1679.38618614593
